,symbolic_function
0,0.156399667263031 - 0.154881512467825*exp(0.78143984079361*x0)
1,0.284456759691238 - 0.0735737532377243*tan(0.103280067443848*x0 + 7.59959983825684)
2,0.109348867671197*(-0.370964302966813*x0 - 1)**3 + 0.110859885811806
3,-1.27538001537323*tanh(0.439999848604202*x0 - 1.40003991127014) - 1.12764656543732
4,0.0903717577457428 - 0.0888870008714094*(-0.686623312777661*x0 - 1)**2
