,symbolic_function
0,-0.00039872812340036*tanh(3.9960401058197*x0 - 0.859999895095825) - 0.000260320026427507
1,-0.000437147595221177*cos(3.00479984283447*x0 - 2.20103979110718) - 0.000243448681430891
2,0.00043708787416108*sin(3.00551986694336*x0 + 8.7947998046875) - 0.000243315997067839
3,0.000290237745502964 - 0.000117983938253019*Abs(8.77112007141113*x0 + 2.44167971611023)
4,0.000296482059638947 - 0.000459798435979007*(-x0 - 0.814480745739878)**2
