,complexity,loss,score,sympy_format
2,4,1.3685706e-05,2.4027233134806854,log(x0 + 1)*(-0.63656974)
1,3,0.00015127135,1.5501226715957837,x0*(-0.47363147)
3,5,4.382805e-06,1.1386630001216749,x0*(-0.39307624) - 0.059917677
4,6,1.4247945e-06,1.1236613375767082,tanh(x0*(-0.42349982)) - 0.048049916
5,7,1.3917405e-06,0.023472470675343686,sin(sin(x0*(-0.42398793))) - 0.04783978
