,complexity,loss,score,sympy_format
4,6,0.0017296883,1.8834281294045283,(x0**2 - 1.8841813)*(-0.08635484)
2,4,0.013309386,1.4007853055876813,x0**3*(-0.018021889)
5,7,0.00067770196,0.936988893575193,(-log(x0 + 1) + tanh(x0))*1.9263371
3,5,0.011374447,0.15710015234355756,0.38156262 + x0*(-0.3299189)
1,3,0.054014623,0.15156925860742954,x0*(-0.099411935)
