,symbolic_function,complexity,log_loss,alpha
0,0.759000000000000,0,-3.7439305920346375,tensor(0.1000)
1,1.042*x0 + 0.016,2,-13.329669164462418,tensor(1.0000e-05)
2,1.042*x0 + 0.016,2,-13.329669164462418,tensor(1.0000e-04)
3,1.042*x0 + 0.016,2,-13.329669164462418,tensor(0.0010)
4,1.042*x0 + 0.016,2,-13.329669164462418,tensor(0.0100)
