,symbolic_function,complexity,log_loss,alpha,score
0,-0.134952239627623*x0,2,-12.841472576666396,tensor(1.0000e-05),2.585727857446372
1,-0.00214790201057868,0,-7.670016861773652,tensor(0.0003),0.0
