,symbolic_function,complexity,log_loss,alpha,score
0,0.0153857240023799 - 0.31439658086822*tanh(3.3473267984961*x0 - 7.89206229731681),5,-4.145177764417247,tensor(1.0000e-05),0.21943528829060618
1,0.280599120852761 - 0.10410343831959*x0,2,-3.4868718995454286,tensor(0.0100),0.4313570748092097
2,-0.175701640435947,0,-2.6241577499270092,tensor(0.3162),0.0
