,symbolic_function,complexity,log_loss,alpha,score
0,0.000519573334142625 - 0.00342962984597442*x0,2,-17.716557170767164,tensor(1.0000e-05),4.040203715354736
1,-0.0169106301538081,0,-9.636149740057691,tensor(0.0003),0.0
