,symbolic_function,complexity,log_loss,alpha
0,0.561000000000000,0,-7.523093924772303,tensor(1.0000e-04)
1,0.561000000000000,0,-7.523093924772303,tensor(0.0010)
2,0.561000000000000,0,-7.523093924772303,tensor(0.0100)
3,0.561000000000000,0,-7.523093924772303,tensor(0.1000)
4,0.561 - 0.014*sin(1.559*x0 - 2.529),5,-7.687770111106486,tensor(1.0000e-05)
