,symbolic_function,complexity,log_loss,alpha,score
0,1.04827477693258*x0 + 0.328546842987518,2,-11.810428086748855,tensor(1.0000e-05),3.6551242813387925
1,0.713747349672019,0,-4.50017952407127,tensor(0.0100),0.0
