,symbolic_function
0,0.0280756205320358*sin(4.06816005706787*x0 + 3.18560004234314) - 0.196711748838425
1,-0.0280742477625608*cos(4.0675196647644*x0 - 7.81023979187012) - 0.196717604994774
2,-0.0220424793660641*tanh(6.81744003295898*x0 + 0.02951998449862) - 0.196931749582291
3,0.0197623167186975*Abs(3.58255982398987*x0 - 1.39167988300323) - 0.226854458451271
4,0.0353267897335489*(0.740082870224919 - x0)**2 - 0.219733223319054
