,symbolic_function
0,0.000453685177490115 - 0.000434503939124816*exp(9.97599983215332*x0)
1,0.000362247257726267 - 1.00216057035141e-5*tan(10.0*x0 - 1.59999990463257)
2,0.00366034946637228*(0.719999980926514 - x0)**2 - 0.00187834375537932
3,1.91811882585269e-5 - 0.129487598314881*x0
4,-0.00158803397789598*log(9.99884033203125*x0 + 0.19999985396862) - 0.00253666192293167
