,symbolic_function
0,-0.58981728553772*cos(1.07095980644226*x0 - 2.34711980819702) - 0.382011741399765
1,-0.587902069091797*sin(1.07375979423523*x0 - 0.775519847869873) - 0.380323946475983
2,-0.579497575759888*tanh(1.08255982398987*x0 - 0.619039833545685) - 0.287909924983978
3,0.252324551343918 - 0.222381151894981*(-0.966093003632472*x0 - 1)**2
4,0.3111483386352*(-0.455076534154507*x0 - 1)**3 + 0.34052786231041
