,symbolic_function
0,0.0300990790128708 - 0.902819064192773*(x0 + 0.00943444268907276)**3
1,0.0386231951415539 - 0.163037478923798*tan(1.44543993473053*x0 - 9.41431999206543)
2,0.237870052456856*log(9.80000019073486 - 9.97704029083252*x0) - 0.501033186912537
3,0.120906427502632 - 0.0777063354230857*exp(2.37519979476929*x0)
4,-43.8037490844727*tanh(1.19535982608795*x0 - 3.5175199508667) - 43.683479309082
