,symbolic_function
0,0.495267122983932 - 0.154469668865204*tan(0.118560053408146*x0 - 5.01304006576538)
1,0.24454739689827 - 0.247210793593755*exp(0.849919855594635*x0)
2,-10.0685348510742*tanh(0.435999870300293*x0 - 2.19999980926514) - 9.8269567489624
3,0.309056252241135*log(6.17744016647339 - 4.18480014801025*x0) - 0.565937578678131
4,0.159552272642491*(-0.445437218799599*x0 - 1)**3 + 0.15711322426796
