,symbolic_function
0,-0.271242260932922*tan(1.04847979545593*x0 - 9.23264026641846) - 0.00190842896699905
1,0.355853021144867*log(8.06824016571045 - 6.85576009750366*x0) - 0.795204043388367
2,0.226480633020401 - 0.277412022670587*exp(1.1133599281311*x0)
3,-35.5098724365234*tanh(0.563439846038818*x0 - 2.77495980262756) - 35.2857475280762
4,0.204544377629749*(-0.528577225778045*x0 - 1)**3 + 0.153870552778244
