,symbolic_function
0,7.26828784536337e-6 - 0.000139714424944154*(0.231040243710172 - x0)**3
1,3.75139134121127e-5*tanh(8.34967994689941*x0 + 2.16015982627869) - 2.9245575206005e-5
2,1.78820428118343e-5 - 1.35047101916289e-5*exp(-2.92399978637695*x0)
3,1.48662013543799e-6*tan(0.0247201304882765*x0 + 1.60015988349915) + 5.40339387953281e-5
4,1.55224752234062e-5 - 6.63798329916454e-5*(0.416537346308289 - x0)**2
