,symbolic_function
0,0.275013595819473*sin(2.73040008544922*x0 + 1.6703999042511) - 0.139705970883369
1,-0.275363594293594*cos(2.72727990150452*x0 - 3.03887987136841) - 0.139352411031723
2,-0.337833136320114*tanh(2.26652002334595*x0 - 1.23307991027832) - 0.142859518527985
3,0.183640889563142 - 0.616696878359555*x0
4,0.973760731797743*(1 - 0.462737497656065*x0)**2 - 0.699951469898224
