,symbolic_function
0,0.183379575610161 - 0.171779362364785*exp(1.12199997901917*x0)
1,0.100897364318371 - 0.103874964386522*(x0 + 0.927176845045077)**2
2,0.0117894301909516 - 0.183310217194261*x0
3,0.113169161059014*(-0.568484273419746*x0 - 1)**3 + 0.124763011932373
4,0.337176889181137 - 0.00498469965532422*tan(0.00908006727695465*x0 + 4.69708013534546)
