,symbolic_function
0,0.64831018447876*log(1.98160004615784*x0 + 3.26347994804382) - 0.795637667179108
1,0.831102550029755 - 0.857378719585318*exp(-0.439559936523438*x0)
2,0.280212836098832*x0 + 0.00261573493480682
3,0.513153612613678 - 0.537187658856328*(1 - 0.339194945749982*x0)**2
4,3.94208240509033*sin(0.184639915823936*x0 + 1.04959988594055) - 3.44236421585083
