,symbolic_function
0,0.0590256862342358*cos(4.92439985275269*x0 + 0.295399904251099) - 0.00167366396635771
1,-0.0592292249202728*sin(4.90000009536743*x0 + 4.99997997283936) - 0.00176603719592094
2,0.229682842568693*x0 + 0.0830875426086592
3,0.0667473971843719 - 0.249667567833154*(0.138968005439292 - x0)**2
4,0.0638698413968086*tanh(4.75576019287109*x0 + 1.8199999332428) - 0.0025472417473793
