,symbolic_function
0,0.00103582938343864*exp(4.99774026870728*x0) + 0.187516272068024
1,0.142550557851791 - 0.0512686334550381*log(0.66047990322113 - 0.654439926147461*x0)
2,0.21139210972386*x0 + 0.0863137211824139
3,0.251381278038025
4,0.341548968254803*(0.371269989297419 - x0)**2 + 0.186095267534256
