,symbolic_function
0,1.25347173213959*log(3.57143998146057 - 0.923199951648712*x0) - 1.57946300506592
1,1.05105829238892 - 1.03569552180687*exp(0.308239907026291*x0)
2,0.425462126731873 - 0.411104179904767*(-0.380853571168769*x0 - 1)**2
3,-3.63570833206177*cos(0.197599917650223*x0 + 3.58847999572754) - 3.26477861404419
4,-3.18019986152649*sin(0.214279934763908*x0 - 1.0991199016571) - 2.81925535202026
