,symbolic_function
0,-0.204504638910294*sin(3.00235986709595*x0 - 2.41791987419128) - 0.231673359870911
1,-0.204625755548477*cos(3.00107979774475*x0 + 2.29451990127563) - 0.231859683990479
2,-0.435554280305963*(0.104760819697777 - x0)**2 - 0.0126511603593826
3,0.116440430283546 - 0.0836527468328021*exp(1.74880003929138*x0)
4,0.165750333978274 - 0.496790100455357*x0
