,symbolic_function,complexity,log_loss,alpha
0,0.998*x0 - 0.322,2,-11.967042401554846,tensor(1.0000e-05)
1,0.998*x0 - 0.322,2,-11.967042401554846,tensor(1.0000e-04)
2,0.998*x0 - 0.322,2,-11.967042401554846,tensor(0.0010)
3,0.998*x0 - 0.322,2,-11.967042401554846,tensor(0.0100)
4,0.998*x0 - 0.322,2,-11.967042401554846,tensor(0.1000)
