,symbolic_function,complexity,log_loss,alpha
0,0.873 - 0.998*x0,2,-11.270279803889256,tensor(1.0000e-05)
1,0.873 - 0.998*x0,2,-11.270279803889256,tensor(1.0000e-04)
2,0.873 - 0.998*x0,2,-11.270279803889256,tensor(0.0010)
3,0.873 - 0.998*x0,2,-11.270279803889256,tensor(0.0100)
4,0.873 - 0.998*x0,2,-11.270279803889256,tensor(0.1000)
