,symbolic_function,complexity,log_loss,alpha
0,0.0,0,-2.2180162625505866,tensor(0.1000)
1,0.5*sin(1.003*x0 - 0.553),4,-10.654728351640468,tensor(1.0000e-05)
2,0.5*sin(1.003*x0 - 0.553),4,-10.654728351640468,tensor(1.0000e-04)
3,0.5*sin(1.003*x0 - 0.553),4,-10.654728351640468,tensor(0.0010)
4,0.5*sin(1.003*x0 - 0.553),4,-10.654728351640468,tensor(0.0100)
