,complexity,loss,score,sympy_format
2,5,3.838684e-06,2.524445152236652,0.9981982 - 0.49669278*x0
1,4,4.7922003e-05,1.823442163578342,log(2.625054 - x0)
3,7,3.8386743e-06,1.2634554258213713e-06,x0*(-0.49669358) - 1*(-0.1593657) + 0.8388327
0,1,0.011383284,0.0,0.714260600000000
