,symbolic_function
0,-0.267550885677338*sin(7.17056035995483*x0 - 3.58999991416931) - 0.0483468808233738
1,-0.267553687095642*cos(7.17160034179688*x0 + 7.40568017959595) - 0.0483657531440258
2,0.22948981821537*tanh(10.0*x0 - 0.19999985396862) - 0.114957228302956
3,0.122566573321819*Abs(5.04791975021362*x0 + 0.807999908924103) - 0.236938565969467
4,0.390806397761918*(-0.490499288495766*x0 - 1)**2 - 0.504534602165222
