,symbolic_function
0,0.0406644940376282*tan(2.22071981430054*x0 + 7.14671993255615) - 0.0473485849797726
1,0.469082176685333*sin(1.94407987594604*x0 + 4.99607992172241) + 0.450244605541229
2,0.450185000896454 - 0.469037681818008*cos(1.94319987297058*x0 - 5.99935960769653)
3,0.0404693335294724*Abs(9.99985980987549*x0 + 0.799999833106995) - 0.0327570401132107
4,0.472538352012634*tanh(1.97655987739563*x0 - 1.26263988018036) + 0.402764976024628
