,symbolic_function,complexity,log_loss,alpha,score
0,0.566420876067686*x0 + 0.643872478521186,2,-4.836232916858797,tensor(0.0100),2.4666218816472596
1,2.74168908632597*cos(0.21879425175488*x0 + 3.77298704851938) + 3.06596095733379,5,-5.020066920624779,tensor(1.0000e-05),0.06127800125532742
2,3.04457190748086,0,0.09701084643572225,tensor(10.),0.0
