,symbolic_function,complexity,log_loss,alpha,score
0,0.101902629609004*x0,1,-14.322936065132684,tensor(1.0000e-05),5.114296213195351
1,-0.00609122299102024,0,-9.208639851937333,tensor(0.0003),0.0
