,symbolic_function,complexity,log_loss,alpha,score
0,0.311974003282394*x0 + 0.00282937800406452,2,-8.600332249300763,tensor(0.0003),1.5583774200426785
1,0.595784574344917*tanh(0.803654125819347*x0 - 0.779493161117545) + 0.38769936638896,5,-13.128012946288758,tensor(1.0000e-05),1.5092268989959983
2,0.0237688243380688,0,-5.483577409215406,tensor(0.0100),0.0
