,symbolic_function,complexity,log_loss,alpha,score
0,1.42825073452243*exp(0.611142897687915*x0) - 1.45429940804437,4,-17.385278887378163,tensor(1.0000e-05),3.5053223582887574
1,0.862151152123716*x0 - 0.02331137686615,2,-10.374634170800649,tensor(0.0003),2.7337513579915624
2,-0.0168757938239723,0,-4.907131454817524,tensor(0.0100),0.0
