,symbolic_function,complexity,log_loss,alpha,score
0,0.00513248297625801 - 0.0442985359222168*x0,2,-15.611524674439043,tensor(1.0000e-05),2.792251060952931
1,-0.0295029188623340,0,-10.02702255253318,tensor(0.0003),0.0
