,symbolic_function,complexity,log_loss,alpha,score
0,0.231963941888478*x0 - 0.0134211764105905,2,-16.353343254968664,tensor(1.0000e-05),3.7082916019454117
1,0.0897169320411051,0,-8.93676005107784,tensor(0.0003),0.0
