,symbolic_function,complexity,log_loss,alpha
0,-0.0472000000000000,0,-5.200173808749407,0.01
1,-0.0472000000000000,0,-5.200173808749407,0.1
2,-0.0472000000000000,0,-5.200173808749407,0.9
3,0.252 - 0.4068*x0,2,-9.437847113626487,0.0001
4,0.252 - 0.4068*x0,2,-9.437847113626487,0.001
5,0.4658*cos(1.1556*x0 + 0.1399) - 0.2968,5,-16.089078201177923,1e-05
