,symbolic_function,complexity,log_loss,alpha
0,0.0344000000000000,0,-8.117980514930583,0.001
1,0.0344000000000000,0,-8.117980514930583,0.01
2,0.0344000000000000,0,-8.117980514930583,0.1
3,0.0344000000000000,0,-8.117980514930583,0.9
4,0.2273*x0 + 0.0506,2,-15.54159330223515,1e-05
5,0.2273*x0 + 0.0506,2,-15.54159330223515,0.0001
