,symbolic_function,complexity,log_loss,alpha
0,-0.0239000000000000,0,-7.291647678296066,0.001
1,-0.0239000000000000,0,-7.291647678296066,0.01
2,-0.0239000000000000,0,-7.291647678296066,0.1
3,-0.0239000000000000,0,-7.291647678296066,0.9
4,-0.593*x0**2 + 0.7289*x0 - 0.2199,5,-12.29648189854208,1e-05
5,-0.593*x0**2 + 0.7289*x0 - 0.2199,5,-12.29648189854208,0.0001
