,symbolic_function,complexity,log_loss,alpha
0,0.239700000000000,0,-3.733479103356525,0.1
1,0.239700000000000,0,-3.733479103356525,0.9
2,0.8519*x0 - 0.3867,2,-9.9034197681707,0.0001
3,0.8519*x0 - 0.3867,2,-9.9034197681707,0.001
4,0.8519*x0 - 0.3867,2,-9.9034197681707,0.01
5,2.0219*tan(0.2663*x0 + 0.4769) - 1.377,5,-17.50161208758914,1e-05
