,symbolic_function,complexity,log_loss,alpha
0,-0.414200000000000,0,-3.802542458147118,0.1
1,-0.414200000000000,0,-3.802542458147118,0.9
2,0.1897 - 0.822*x0,2,-10.072797933856373,0.0001
3,0.1897 - 0.822*x0,2,-10.072797933856373,0.001
4,0.1897 - 0.822*x0,2,-10.072797933856373,0.01
5,0.1013 - 1.4205*tanh(0.6482*x0 - 0.0915),5,-15.549671597790704,1e-05
