,symbolic_function,complexity,log_loss,alpha
0,0.0396000000000000,0,-5.8812903177505955,0.001
1,0.0396000000000000,0,-5.8812903177505955,0.01
2,0.0396000000000000,0,-5.8812903177505955,0.1
3,0.0396000000000000,0,-5.8812903177505955,0.9
4,0.2833*x0**2 - 0.1417*x0 - 0.0061,5,-13.82750200897369,1e-05
5,0.2833*x0**2 - 0.1417*x0 - 0.0061,5,-13.82750200897369,0.0001
