,symbolic_function
0,-1.39531312015606e-6
1,7.13607732905075e-5*x0 - 1.39450548257425e-6
2,1.28861720440909e-5 - 1.42806751004358e-5*exp(-5.0*x0)
3,3.42952662322205e-5 - 3.57027602149174e-5*(0.99981803894043 - x0)**2
4,1.42773205880076e-6*log(5.0*x0 + 0.0999999269843102) + 1.89297361430363e-6
