,symbolic_function
0,0.00423376960679889 - 0.00415269447940328*(-0.746254680097207*x0 - 1)**2
1,0.00713880676514603*(-0.30020591374208*x0 - 1)**3 + 0.00726037425920367
2,0.0134466122835875 - 0.013286616749757*exp(0.498759895563126*x0)
3,0.0137140825390816*cos(0.800359904766083*x0 + 0.493159890174866) - 0.0121732950210571
4,0.0135363405570388*sin(0.808559954166412*x0 - 4.2195200920105) - 0.0120212361216545
