,symbolic_function,complexity,log_loss,alpha
0,0.962*x0 - 2.122,2,-13.05944206785233,tensor(1.0000e-05)
1,0.962*x0 - 2.122,2,-13.05944206785233,tensor(1.0000e-04)
2,0.962*x0 - 2.122,2,-13.05944206785233,tensor(0.0010)
3,0.962*x0 - 2.122,2,-13.05944206785233,tensor(0.0100)
4,0.962*x0 - 2.122,2,-13.05944206785233,tensor(0.1000)
