,symbolic_function,complexity,log_loss,alpha
0,0.289 - 0.962*x0,2,-13.838835958102734,tensor(1.0000e-05)
1,0.289 - 0.962*x0,2,-13.838835958102734,tensor(1.0000e-04)
2,0.289 - 0.962*x0,2,-13.838835958102734,tensor(0.0010)
3,0.289 - 0.962*x0,2,-13.838835958102734,tensor(0.0100)
4,0.289 - 0.963*x0,2,-13.818744262096688,tensor(0.1000)
