,symbolic_function,complexity,log_loss,alpha,score
0,0.344284510625445*x0 + 0.409692192596913,2,-5.526123095629384,tensor(0.0100),1.7580100680948174
1,0.779526994440005*tanh(0.551119906378245*x0 - 1.29865002273934) + 1.22952043621946,5,-6.527541780794074,tensor(1.0000e-05),0.33380622838823015
2,1.45782427403882,0,-2.010102959439749,tensor(0.3162),0.0
