,symbolic_function,complexity,log_loss,alpha,score
0,-0.415491652374191*x0 - 0.137980846615168,3,-3.926432108763783,tensor(0.0100),1.146811014989248
1,1.44941775169989*sin(0.346724616897697*x0 + 1.46035564951192) - 2.12642875506748,5,-4.541009456426648,tensor(0.0003),0.30728867383143266
2,0.00885588845210267*x0**3 - 0.129102481216184*x0**2 + 0.128529508019235*x0 - 0.72399341648411,8,-4.545604447132249,tensor(1.0000e-05),0.0015316635685336995
3,-1.90175669930127,0,-0.48599906379603863,tensor(0.3162),0.0
