,symbolic_function
0,-0.000108728483610321
1,0.0390495737845786*x0 + 5.20469439269089e-7
2,0.0389042910917562*exp(1.03799986839294*x0) - 0.0389043614268303
3,0.0202133624076998*(0.998955645111666*x0 + 1)**2 - 0.0202133636921644
4,-0.00804518442600965*cos(4.99977016448975*x0 - 4.69999980926514) - 9.79267060756683e-5
