,symbolic_function
0,0.4730204641819*sin(0.655279934406281*x0 - 0.863399982452393) + 0.362812638282776
1,0.47286519408226*cos(0.655799925327301*x0 - 2.43475985527039) + 0.362864941358566
2,0.37401083111763*tanh(0.757719874382019*x0 - 0.611479938030243) + 0.207189485430717
3,0.134670086875921*(-0.734572700040144*x0 - 1)**2 - 0.131164401769638
4,-0.184195891746216*(-0.354969934043753*x0 - 1)**3 - 0.180551633238792
