,symbolic_function
0,0.0961041301488876 - 0.147630891901883*(-x0 - 0.316294084898941)**2
1,5.66066837310791*cos(0.229039922356606*x0 + 0.0722800195217133) - 5.56453704833984
2,3.31516933441162*sin(0.299999922513962*x0 + 1.6651998758316) - 3.21904492378235
3,-0.154591858386993*tanh(2.03719997406006*x0 - 1.37707996368408) - 0.0557816922664642
4,0.0637229304450785*(-x0 - 0.64740900025253)**3 + 0.0975595861673355
