,symbolic_function
0,0.00788820255547762
1,0.00850307121051189 - 0.00889312866105352*x0
2,0.000991410575807095 + 0.00731496958009322*exp(-1.42199993133545*x0)
3,0.0138257784470682*(0.457405385231742 - x0)**2 + 0.00524567347019911
4,0.0104934768751264 - 0.00687569612637162*cos(3.71399998664856*x0 + 4.99603986740112)
