,symbolic_function
0,0.0335434888500309*(-0.999458348304808*x0 - 1)**2 - 0.0335434600710869
1,-0.0432112967519436*(-0.517283927993907*x0 - 1)**3 - 0.0432121194899082
2,0.0627907053764415*exp(1.06787991523743*x0) - 0.0627923384308815
3,0.0086134746670723*tan(0.0397600457072258*x0 + 1.49927997589111) - 0.120237864553928
4,0.0397162139415741*sin(1.82783997058868*x0 - 0.398039937019348) + 0.0153999840840697
