,symbolic_function
0,-0.0780707895755768
1,-0.312390364156272*x0 - 0.0568437236062529
2,0.334865540266037 - 0.389176618940626*exp(0.712679922580719*x0)
3,0.137356296181679 - 0.191316096237325*(-0.742166266303973*x0 - 1)**2
4,-13.14182472229*cos(0.12759992480278*x0 + 3.31191992759705) - 13.0056056976318
