,symbolic_function
0,-0.0488608852028847*tanh(3.79947996139526*x0 - 2.50207996368408) - 0.000243894755840302
1,0.0633462000266471*(-x0 - 0.218871400483687)**3 + 0.048946812748909
2,0.0516045726835728 - 0.00357491733148027*exp(3.71335983276367*x0)
3,0.0498812049627304 - 0.0759258157288852*(-x0 - 0.0938889360648957)**2
4,1.78454947471619*sin(0.292399913072586*x0 + 1.59816002845764) - 1.73466408252716
