,symbolic_function
0,0.0451168306171894
1,0.0471193599514663 - 0.0328657194604374*x0
2,0.051416203379631 - 0.00348644331258671*exp(3.71587991714478*x0)
3,0.0502509400248528 - 0.0706064974476791*(-x0 - 0.120811432366232)**2
4,-1.8097517490387*cos(0.279959917068481*x0 - 3.10784006118774) - 1.75949549674988
