,symbolic_function
0,0.0875345021486282 - 0.0893703293680681*(-x0 - 0.971638116764258)**2
1,-0.384771376848221*tanh(0.820399940013885*x0 - 0.825639963150024) - 0.257773667573929
2,-3.12630724906921*sin(0.243279933929443*x0 + 4.94335985183716) - 3.04009485244751
3,-2.0850567817688*cos(0.300179928541183*x0 + 3.42400002479553) - 1.99925827980042
4,0.112866759021698*(-0.502081835602632*x0 - 1)**3 + 0.115799441933632
