,symbolic_function
0,-2.99062139674788e-5
1,-0.0848712120205164*x0
2,0.0169511884450912 - 0.0169511946242738*exp(5.0*x0)
3,0.0424241870641708 - 0.0424241821747273*(x0 + 1)**2
4,-0.0169753264635801*cos(5.0*x0 + 4.69999980926514) - 0.000210302867344581
