,symbolic_function
0,0.000468094629468396 - 4.87252691527829e-6*tan(1.70027995109558*x0 + 4.7020001411438)
1,0.0169511996209621 - 0.016951207582448*exp(5.0*x0)
2,0.0282750461337855*(-x0 - 1)**3 + 0.0282750427722931
3,0.0016739807324484*log(0.0999999269843102 - 5.0*x0) + 0.00385437975637615
4,0.0424240790307522 - 0.0424240744905546*(-x0 - 1)**2
