,complexity,loss,score,sympy_format
4,6,0.0018754773,1.6869732182243904,(x0**2 - 1.914882)*(-0.08300724)
2,4,0.013452417,1.3236397477557904,x0**3*(-0.01718282)
3,5,0.010133395,0.2833223872536346,x0*(-0.31893966) - 1*(-0.37143853)
1,3,0.05054169,0.14731268884519994,x0*(-0.09454127)
0,1,0.06785845,0.0,-0.00187939960000000
