,symbolic_function,complexity,log_loss,alpha,score
0,0.0109387807966279 - 0.586048011714899*x0,2,-11.538308793309733,tensor(1.0000e-05),3.566123183595878
1,-0.0118313514114179,0,-4.406062426117977,tensor(0.0100),0.0
