,symbolic_function,complexity,log_loss,alpha,score
0,1.72014617119607*x0**3 - 0.373609315679376*x0**2 - 0.50243328097263*x0 + 0.0441181760661793,8,-4.856055887752997,tensor(1.0000e-05),0.07497526454957737
1,0.0203110770429319,0,-4.256253771356378,tensor(0.0100),0.0
