,symbolic_function
0,0.146140024065971 - 0.135204948068928*exp(1.49303996562958*x0)
1,0.0840553045272827 - 0.13851455099704*(-x0 - 0.726520341160063)**2
2,0.0109532158821821 - 0.038872055709362*cos(4.99843978881836*x0 + 4.71019983291626)
3,0.0112046469002962 - 0.0388291068375111*sin(4.99387979507446*x0 + 0.00400000065565109)
4,0.0935505481211238*(-0.718373823487652*x0 - 1)**3 + 0.1044881939888
