,complexity,loss,score,sympy_format
5,7,2.7694986e-07,7.405517745233987,x1*(x0*(-0.50031066) - 1*(-0.50052357))
3,5,0.0005063724,1.0835252208393316,x1/exp(3*x0)
2,4,0.0014963702,0.7747465586820034,-0.2560877*log(x0)
4,6,0.00045559258,0.1056734217505637,tanh(x1/exp(3*x0))
1,3,0.0032471863,0.046518097409793645,x1*0.10897167
